turno,equipe,estrategia,id,x inicial,y inicial, x final, y final, peca, movimento
38,aleatória,autobots,1,2,2,2,3,pin,mover
39,aleatória,autobots,2,2,2,2,2,gir,colocar
40,aleatória,autobots,1,2,3,2,2,gal,mover
41,aleatória,autobots,2,0,0,0,2,pin,colocar
42,aleatória,autobots,1,2,2,0,1,gir,colocar
43,aleatória,autobots,2,1,2,2,2,gir,mover
44,aleatória,autobots,1,0,1,0,2,gir,mover
45,aleatória,autobots,2,1,1,0,2,ele,mover
46,aleatória,autobots,1,1,0,2,0,leo,mover
47,aleatória,autobots,2,0,0,1,2,pin,colocar
48,aleatória,autobots,1,2,0,1,0,leo,mover
49,aleatória,autobots,2,0,2,1,1,gir,colocar
50,aleatória,autobots,1,1,0,2,0,leo,mover
51,aleatória,autobots,2,2,2,2,3,gir,mover
52,aleatória,autobots,1,0,2,2,2,pin,colocar
53,aleatória,autobots,2,1,1,1,0,gir,mover
54,aleatória,autobots,1,2,0,2,1,leo,mover
55,aleatória,autobots,2,1,2,1,1,pin,mover
56,aleatória,autobots,1,0,0,1,1,ele,mover
57,aleatória,autobots,2,0,2,1,3,ele,mover
58,aleatória,autobots,1,1,1,0,1,pin,colocar
59,aleatória,autobots,2,1,0,2,0,gir,mover
60,aleatória,autobots,1,2,1,2,0,leo,mover
61,aleatória,autobots,2,1,3,0,2,ele,mover
62,aleatória,autobots,1,2,0,2,1,leo,mover
63,aleatória,autobots,2,2,3,1,3,gir,mover
64,aleatória,autobots,1,1,1,0,0,ele,mover
65,aleatória,autobots,2,1,3,1,2,gir,mover
66,aleatória,autobots,1,2,1,2,0,leo,mover
67,aleatória,autobots,2,1,2,1,3,gir,mover
68,aleatória,autobots,1,2,0,2,1,leo,mover
69,aleatória,autobots,2,0,2,1,1,ele,mover
70,aleatória,autobots,1,2,0,2,3,gir,colocar
71,aleatória,autobots,2,1,3,1,2,gir,mover
72,aleatória,autobots,1,0,1,0,2,pin,mover
73,aleatória,autobots,2,1,1,0,2,ele,mover
74,aleatória,autobots,1,2,3,1,3,gir,mover
75,aleatória,autobots,2,1,2,1,3,gir,mover
76,aleatória,autobots,1,2,2,2,3,pin,mover
77,aleatória,autobots,2,1,3,1,0,gir,colocar
78,aleatória,autobots,1,2,3,2,2,gal,mover
79,aleatória,autobots,2,1,3,1,2,gir,mover
80,aleatória,autobots,1,2,1,1,0,leo,mover
81,aleatória,autobots,2,0,2,1,3,ele,mover
82,aleatória,autobots,1,1,0,2,3,gir,colocar
83,aleatória,autobots,2,1,2,2,2,gir,mover
84,aleatória,autobots,1,2,3,2,2,gir,mover
85,aleatória,autobots,2,1,3,2,2,ele,mover
86,aleatória,autobots,1,1,0,2,1,leo,mover
87,aleatória,autobots,2,0,0,2,3,pin,colocar
88,aleatória,autobots,1,2,2,1,3,gir,colocar
89,aleatória,autobots,2,0,3,0,2,leo,mover
90,aleatória,autobots,1,1,3,1,2,gir,mover
91,aleatória,autobots,2,0,2,0,3,leo,mover
92,aleatória,autobots,1,1,2,2,2,gir,mover
93,aleatória,autobots,2,0,2,2,0,pin,colocar
94,aleatória,autobots,1,0,0,1,1,ele,mover
95,aleatória,autobots,2,2,2,1,2,gir,colocar
96,aleatória,autobots,1,2,2,0,2,ele,colocar
97,aleatória,autobots,2,1,2,1,3,gir,mover
98,aleatória,autobots,1,1,1,2,0,ele,mover
99,aleatória,autobots,2,2,3,2,2,pin,mover
100,aleatória,autobots,1,2,1,1,0,leo,mover
101,aleatória,autobots,2,2,2,1,2,gir,colocar
102,aleatória,autobots,1,1,0,0,0,leo,mover
103,aleatória,autobots,2,1,2,0,2,gir,mover
104,aleatória,autobots,1,2,0,1,1,pin,colocar
105,aleatória,autobots,2,0,2,0,1,gir,mover
106,aleatória,autobots,1,0,0,1,0,leo,mover
107,aleatória,autobots,2,0,2,2,1,ele,colocar
108,aleatória,autobots,1,1,0,0,1,leo,mover
109,aleatória,autobots,2,2,1,1,0,ele,mover
110,aleatória,autobots,1,0,1,1,0,leo,mover
111,aleatória,autobots,2,1,3,1,2,gir,mover
112,aleatória,autobots,1,1,0,2,1,ele,colocar
113,aleatória,autobots,2,2,2,2,1,pin,mover
114,aleatória,autobots,1,0,1,2,3,gir,colocar
115,aleatória,autobots,2,2,1,0,1,ele,colocar
116,aleatória,autobots,1,1,0,2,1,leo,mover
117,aleatória,autobots,2,1,2,1,1,gir,mover
118,aleatória,autobots,1,2,1,2,2,leo,mover
119,aleatória,autobots,2,1,1,1,0,pin,colocar
120,aleatória,autobots,1,2,1,0,0,pin,colocar
121,aleatória,autobots,2,1,1,2,1,gir,mover
122,aleatória,autobots,1,2,2,2,1,leo,mover
123,aleatória,autobots,2,0,1,1,2,ele,mover
124,aleatória,autobots,1,2,1,1,0,leo,mover
125,aleatória,autobots,2,1,2,0,1,ele,mover
126,aleatória,autobots,1,1,0,1,1,leo,mover
127,aleatória,autobots,2,0,1,1,2,ele,mover
128,aleatória,autobots,1,0,0,0,1,pin,mover
129,aleatória,autobots,2,1,2,2,3,ele,mover
130,aleatória,autobots,1,1,1,1,0,leo,mover
131,aleatória,autobots,2,2,3,1,2,ele,mover
132,aleatória,autobots,1,1,0,0,0,pin,colocar
133,aleatória,autobots,2,0,3,1,3,leo,mover
134,aleatória,autobots,1,1,0,1,1,leo,mover
135,aleatória,autobots,2,1,3,0,3,leo,mover
136,aleatória,autobots,1,2,1,1,3,gir,colocar
137,aleatória,autobots,2,0,3,1,3,leo,mover
138,aleatória,autobots,1,0,1,0,2,pin,mover
139,aleatória,autobots,2,2,3,2,3,gir,colocar
140,aleatória,autobots,1,0,2,0,3,pin,mover
141,aleatória,autobots,2,1,2,0,3,ele,mover
142,aleatória,autobots,1,0,0,0,1,pin,mover
143,aleatória,autobots,2,1,3,0,2,gir,colocar
144,aleatória,autobots,1,1,1,0,0,leo,mover
145,aleatória,autobots,2,0,2,0,1,gir,mover
146,aleatória,autobots,1,0,0,0,1,leo,mover
147,aleatória,autobots,2,0,1,1,2,pin,colocar
148,aleatória,autobots,1,0,1,0,2,gir,colocar
149,aleatória,autobots,2,0,0,2,1,pin,colocar
150,aleatória,autobots,1,0,2,1,2,gir,mover
151,aleatória,autobots,2,0,3,1,2,ele,mover
152,aleatória,autobots,1,0,1,1,0,leo,mover
153,aleatória,autobots,2,1,2,0,3,gir,colocar
154,aleatória,autobots,1,2,0,1,1,ele,mover
155,aleatória,autobots,2,1,2,0,1,ele,mover
156,aleatória,autobots,1,1,0,0,0,leo,mover
157,aleatória,autobots,2,1,3,1,2,leo,mover
158,aleatória,autobots,1,1,2,2,2,pin,colocar
159,aleatória,autobots,2,0,1,1,0,ele,mover
160,aleatória,autobots,1,2,2,2,3,pin,mover
161,aleatória,autobots,2,0,3,1,3,gir,mover
162,aleatória,autobots,1,2,3,0,3,gir,colocar
163,aleatória,autobots,2,1,2,2,3,leo,mover
164,aleatória,autobots,1,0,0,1,0,leo,mover
165,aleatória,autobots,2,2,3,1,2,leo,mover
166,aleatória,autobots,1,1,1,0,0,ele,mover
167,aleatória,autobots,2,0,0,2,0,pin,colocar
168,aleatória,autobots,1,0,0,1,1,ele,mover
169,aleatória,autobots,2,1,2,2,3,leo,mover
170,aleatória,autobots,1,1,1,2,0,ele,mover
171,aleatória,autobots,2,1,3,1,2,gir,mover
172,aleatória,autobots,1,1,0,2,1,leo,mover
173,aleatória,autobots,2,1,2,0,2,gir,mover
174,aleatória,autobots,1,2,0,1,0,pin,colocar
175,aleatória,autobots,2,0,2,1,2,gir,mover
176,aleatória,autobots,1,1,0,0,0,ele,colocar
177,aleatória,autobots,2,1,2,1,1,gir,mover
178,aleatória,autobots,1,1,0,1,1,pin,mover
