turno,equipe,estrategia,id,x inicial,y inicial, x final, y final, peca, movimento
58,aleatória,autobots,1,0,0,2,3,pin,colocar
59,aleatória,autobots,2,1,3,0,3,leo,mover
60,aleatória,autobots,1,0,0,1,3,pin,colocar
61,aleatória,autobots,2,0,1,1,2,ele,mover
62,aleatória,autobots,1,2,1,2,0,gir,mover
63,aleatória,autobots,2,0,3,1,3,leo,mover
64,aleatória,autobots,1,2,0,2,1,gir,mover
65,aleatória,autobots,2,1,2,2,3,ele,mover
66,aleatória,autobots,1,1,1,0,2,ele,mover
67,aleatória,autobots,2,1,3,0,2,leo,mover
68,aleatória,autobots,1,2,2,1,2,gir,mover
69,aleatória,autobots,2,0,2,1,2,leo,mover
70,aleatória,autobots,1,2,1,1,1,gir,mover
71,aleatória,autobots,2,1,2,0,3,leo,mover
72,aleatória,autobots,1,1,1,1,2,gir,mover
73,aleatória,autobots,2,1,3,2,2,pin,colocar
74,aleatória,autobots,1,1,2,2,2,gir,mover
75,aleatória,autobots,2,1,2,0,2,gir,colocar
76,aleatória,autobots,1,2,2,0,1,pin,colocar
77,aleatória,autobots,2,0,2,2,0,ele,colocar
78,aleatória,autobots,1,2,2,2,3,gir,mover
79,aleatória,autobots,2,0,2,1,2,gir,mover
80,aleatória,autobots,1,2,3,1,3,ele,colocar
81,aleatória,autobots,2,1,2,1,1,gir,mover
82,aleatória,autobots,1,1,3,2,2,ele,mover
83,aleatória,autobots,2,2,3,2,1,pin,colocar
84,aleatória,autobots,1,2,2,1,1,ele,mover
85,aleatória,autobots,2,2,0,1,1,ele,mover
86,aleatória,autobots,1,0,0,1,0,leo,mover
87,aleatória,autobots,2,1,1,2,0,ele,colocar
88,aleatória,autobots,1,2,3,1,3,gir,mover
89,aleatória,autobots,2,0,3,1,3,leo,mover
90,aleatória,autobots,1,1,1,2,2,gir,colocar
91,aleatória,autobots,2,1,3,0,0,gir,colocar
92,aleatória,autobots,1,1,0,2,1,leo,mover
93,aleatória,autobots,2,1,1,2,2,ele,mover
94,aleatória,autobots,1,2,1,2,0,leo,mover
95,aleatória,autobots,2,1,3,0,3,leo,mover
96,aleatória,autobots,1,2,1,2,1,pin,colocar
97,aleatória,autobots,2,2,2,1,1,gir,colocar
98,aleatória,autobots,1,2,0,0,2,ele,colocar
99,aleatória,autobots,2,1,1,0,1,gir,mover
100,aleatória,autobots,1,0,2,1,3,ele,mover
101,aleatória,autobots,2,2,2,1,3,ele,mover
102,aleatória,autobots,1,2,1,2,2,pin,mover
103,aleatória,autobots,2,0,1,2,1,pin,colocar
104,aleatória,autobots,1,2,0,2,1,leo,mover
105,aleatória,autobots,2,0,1,1,1,gir,mover
106,aleatória,autobots,1,2,1,2,0,leo,mover
107,aleatória,autobots,2,1,1,1,2,gir,mover
108,aleatória,autobots,1,2,2,2,3,pin,mover
109,aleatória,autobots,2,1,3,0,2,ele,mover
110,aleatória,autobots,1,2,0,2,1,leo,mover
111,aleatória,autobots,2,1,3,1,3,ele,colocar
112,aleatória,autobots,1,2,1,1,1,pin,colocar
113,aleatória,autobots,2,0,0,1,0,gir,mover
114,aleatória,autobots,1,2,1,1,0,leo,mover
115,aleatória,autobots,2,1,2,1,1,gir,mover
116,aleatória,autobots,1,1,0,2,0,leo,mover
117,aleatória,autobots,2,1,1,2,2,pin,colocar
118,aleatória,autobots,1,1,0,1,2,gir,colocar
119,aleatória,autobots,2,2,2,2,1,pin,mover
